Order_ID,Amount,Quantity,Profit,Order_Date,Payment_Mode,Customer_ID,Products_ID,Location_ID,Date_ID
OID-10420,9845,9,3062,2025-03-14,COD,420,420,420,420
OID-10421,2901,2,1411,2021-10-26,Debit Card,421,421,421,421
OID-10422,2901,2,1411,2023-01-11,Debit Card,422,422,422,422
OID-10423,6934,6,1152,2021-10-26,Credit Card,423,423,423,423
OID-10424,6934,6,1152,2023-01-11,Credit Card,424,424,424,424
OID-10425,9640,2,2606,2021-10-31,Credit Card,425,425,425,425
OID-10426,7930,13,1981,2023-05-04,Credit Card,426,426,426,426
OID-10427,7930,13,1981,2024-08-09,Credit Card,427,427,427,427
OID-10428,9894,1,829,2022-08-21,COD,428,428,428,428
OID-10429,4534,4,2235,2022-08-21,COD,429,429,429,429
OID-10430,4911,20,186,2022-06-19,Debit Card,430,430,430,430
OID-10431,531,20,189,2022-06-19,Debit Card,431,431,431,431
OID-10432,9707,10,3483,2025-01-29,EMI,432,432,432,432
OID-10433,8521,7,2584,2025-01-29,COD,433,433,433,433
OID-10434,8438,12,3427,2022-01-14,Credit Card,434,434,434,434
OID-10435,1689,9,109,2022-01-14,UPI,435,435,435,435
OID-10436,3936,14,1626,2022-01-14,COD,436,436,436,436
OID-10437,7664,19,1753,2023-06-15,Debit Card,437,437,437,437
OID-10438,721,13,258,2023-10-18,Debit Card,438,438,438,438
OID-10439,721,13,258,2022-06-13,Debit Card,439,439,439,439
OID-10440,8364,17,3055,2023-10-18,Credit Card,440,440,440,440
OID-10441,8364,17,3055,2022-06-13,Credit Card,441,441,441,441
OID-10442,5234,15,2021,2023-10-18,EMI,442,442,442,442
OID-10443,5234,15,2021,2022-06-13,EMI,443,443,443,443
OID-10444,3944,18,1559,2024-06-12,Credit Card,444,444,444,444
OID-10445,6711,12,1045,2024-06-12,Credit Card,445,445,445,445
OID-10446,5031,4,714,2024-06-12,Credit Card,446,446,446,446
OID-10447,6295,14,2469,2024-06-12,EMI,447,447,447,447
OID-10448,9654,1,4111,2022-06-27,UPI,448,448,448,448
OID-10449,3112,20,1065,2022-06-27,COD,449,449,449,449
OID-10450,7838,13,1142,2021-02-18,UPI,450,450,450,450
OID-10451,9300,6,3146,2021-02-18,Credit Card,451,451,451,451
OID-10452,1733,17,133,2021-02-18,Debit Card,452,452,452,452
OID-10453,874,15,235,2023-05-29,Debit Card,453,453,453,453
OID-10454,874,15,235,2021-06-04,Debit Card,454,454,454,454
OID-10455,1248,13,584,2024-01-22,EMI,455,455,455,455
OID-10456,1248,13,584,2022-12-27,EMI,456,456,456,456
OID-10457,3669,14,154,2024-01-22,EMI,457,457,457,457
OID-10458,3669,14,154,2022-12-27,EMI,458,458,458,458
OID-10459,514,15,109,2024-01-22,Debit Card,459,459,459,459
OID-10460,514,15,109,2022-12-27,Debit Card,460,460,460,460
OID-10461,3273,16,85,2024-03-30,UPI,461,461,461,461
OID-10462,5035,2,2008,2020-04-04,COD,462,462,462,462
OID-10463,7702,19,60,2020-04-04,UPI,463,463,463,463
OID-10464,9884,7,4446,2020-04-04,EMI,464,464,464,464
OID-10465,5564,11,175,2023-01-22,COD,465,465,465,465
OID-10466,5564,11,175,2022-04-12,COD,466,466,466,466
OID-10467,5564,11,175,2023-12-13,COD,467,467,467,467
OID-10468,3953,15,1776,2023-01-22,UPI,468,468,468,468
OID-10469,3953,15,1776,2022-04-12,UPI,469,469,469,469
OID-10470,3953,15,1776,2023-12-13,UPI,470,470,470,470
OID-10471,6488,18,1591,2023-05-24,EMI,471,471,471,471
OID-10472,6488,18,1591,2020-11-29,EMI,472,472,472,472
OID-10473,7856,17,3699,2021-03-24,UPI,473,473,473,473
OID-10474,1165,3,51,2021-03-24,EMI,474,474,474,474
OID-10475,9386,20,2555,2020-08-19,Credit Card,475,475,475,475
OID-10476,9386,20,2555,2022-10-20,Credit Card,476,476,476,476
OID-10477,3956,12,142,2023-09-20,Debit Card,477,477,477,477
OID-10478,3956,12,142,2024-12-26,Debit Card,478,478,478,478
OID-10479,6449,11,2628,2023-09-20,EMI,479,479,479,479
OID-10480,6449,11,2628,2024-12-26,EMI,480,480,480,480
OID-10481,6255,18,437,2021-12-03,COD,481,481,481,481
OID-10482,2109,20,681,2021-12-03,UPI,482,482,482,482
OID-10483,6707,20,1041,2021-09-14,Credit Card,483,483,483,483
OID-10484,7633,13,184,2021-09-30,COD,484,484,484,484
OID-10485,975,18,224,2021-12-22,COD,485,485,485,485
OID-10486,4492,7,1450,2021-12-22,EMI,486,486,486,486
OID-10487,7957,12,2834,2021-12-22,UPI,487,487,487,487
OID-10488,4906,7,975,2022-05-18,Debit Card,488,488,488,488
OID-10489,1379,3,250,2020-10-08,Credit Card,489,489,489,489
OID-10490,4244,10,340,2020-10-08,Debit Card,490,490,490,490
OID-10491,5911,14,2333,2022-08-20,EMI,491,491,491,491
OID-10492,5911,14,2333,2024-11-25,EMI,492,492,492,492
OID-10493,1818,11,738,2022-08-20,EMI,493,493,493,493
OID-10494,1818,11,738,2024-11-25,EMI,494,494,494,494
OID-10495,2140,4,970,2020-09-30,Credit Card,495,495,495,495
OID-10496,2140,4,970,2025-02-20,Credit Card,496,496,496,496
OID-10497,2140,4,970,2022-03-20,Credit Card,497,497,497,497
OID-10498,2670,1,1026,2020-09-30,Debit Card,498,498,498,498
OID-10499,2670,1,1026,2025-02-20,Debit Card,499,499,499,499
OID-10500,2670,1,1026,2022-03-20,Debit Card,500,500,500,500
OID-10501,1108,18,167,2025-03-07,Debit Card,501,501,501,501
OID-10502,9776,9,3750,2025-03-07,UPI,502,502,502,502
OID-10503,535,6,72,2025-03-07,COD,503,503,503,503
OID-10504,7564,5,3463,2024-06-16,Credit Card,504,504,504,504
OID-10505,7564,5,3463,2020-11-21,Credit Card,505,505,505,505
OID-10506,7564,5,3463,2024-10-01,Credit Card,506,506,506,506
OID-10507,7564,5,3463,2024-07-01,Credit Card,507,507,507,507
OID-10508,3409,20,1605,2024-06-16,UPI,508,508,508,508
OID-10509,3409,20,1605,2020-11-21,UPI,509,509,509,509
OID-10510,3409,20,1605,2024-10-01,UPI,510,510,510,510
OID-10511,3409,20,1605,2024-07-01,UPI,511,511,511,511
OID-10512,9751,13,2459,2020-11-23,COD,512,512,512,512
OID-10513,6385,11,2656,2023-03-18,Credit Card,513,513,513,513
OID-10514,6385,11,2656,2022-10-19,Credit Card,514,514,514,514
OID-10515,6355,15,1335,2023-08-31,Debit Card,515,515,515,515
OID-10516,6355,15,1335,2021-06-06,Debit Card,516,516,516,516
OID-10517,7377,15,320,2022-12-21,Debit Card,517,517,517,517
OID-10518,2054,12,371,2022-12-21,EMI,518,518,518,518
OID-10519,7497,18,319,2024-02-12,COD,519,519,519,519
OID-10520,2565,20,983,2022-12-05,Debit Card,520,520,520,520
OID-10521,5024,19,1544,2022-12-05,COD,521,521,521,521
OID-10522,8243,15,1346,2021-04-04,Debit Card,522,522,522,522
OID-10523,7792,13,1403,2021-02-12,UPI,523,523,523,523
OID-10524,7792,13,1403,2022-12-27,UPI,524,524,524,524
OID-10525,7792,13,1403,2024-01-19,UPI,525,525,525,525
OID-10526,2346,14,388,2021-02-12,Debit Card,526,526,526,526
OID-10527,2346,14,388,2022-12-27,Debit Card,527,527,527,527
OID-10528,2346,14,388,2024-01-19,Debit Card,528,528,528,528
OID-10529,7346,10,1043,2022-12-25,Credit Card,529,529,529,529
OID-10530,9770,7,4132,2022-12-25,UPI,530,530,530,530
OID-10531,7179,13,683,2022-12-25,Credit Card,531,531,531,531
OID-10532,5449,2,2389,2022-10-06,UPI,532,532,532,532
OID-10533,2895,6,104,2020-04-27,COD,533,533,533,533
OID-10534,2895,6,104,2024-05-13,COD,534,534,534,534
OID-10535,697,1,116,2020-04-27,UPI,535,535,535,535
OID-10536,697,1,116,2024-05-13,UPI,536,536,536,536
OID-10537,6145,4,1414,2020-10-23,COD,537,537,537,537
OID-10538,2504,18,440,2020-10-23,UPI,538,538,538,538
OID-10539,3124,16,138,2020-10-23,Debit Card,539,539,539,539
OID-10540,6934,1,1226,2021-06-11,Debit Card,540,540,540,540
OID-10541,6934,1,1226,2021-09-08,Debit Card,541,541,541,541
OID-10542,4202,3,1171,2022-11-23,COD,542,542,542,542
OID-10543,4202,3,1171,2022-10-31,COD,543,543,543,543
OID-10544,4202,3,1171,2023-11-06,COD,544,544,544,544
OID-10545,4202,3,1171,2023-11-12,COD,545,545,545,545
OID-10546,2239,1,828,2023-06-26,UPI,546,546,546,546
OID-10547,2239,1,828,2023-09-30,UPI,547,547,547,547
OID-10548,2450,4,1002,2023-06-26,Debit Card,548,548,548,548
OID-10549,2450,4,1002,2023-09-30,Debit Card,549,549,549,549
OID-10550,9827,13,4208,2020-09-12,Debit Card,550,550,550,550
OID-10551,8077,15,240,2020-09-12,Credit Card,551,551,551,551
OID-10552,5152,14,2045,2020-11-27,UPI,552,552,552,552
OID-10553,5152,14,2045,2022-08-25,UPI,553,553,553,553
OID-10554,5152,14,2045,2023-08-23,UPI,554,554,554,554
OID-10555,5152,14,2045,2023-10-11,UPI,555,555,555,555
OID-10556,2542,1,190,2022-04-21,Credit Card,556,556,556,556
OID-10557,8102,5,1800,2023-09-14,UPI,557,557,557,557
OID-10558,8102,5,1800,2020-04-29,UPI,558,558,558,558
OID-10559,8102,5,1800,2020-12-15,UPI,559,559,559,559
OID-10560,3234,10,1274,2023-09-14,EMI,560,560,560,560
OID-10561,3234,10,1274,2020-04-29,EMI,561,561,561,561
OID-10562,3234,10,1274,2020-12-15,EMI,562,562,562,562
OID-10563,6200,18,2321,2024-07-11,Credit Card,563,563,563,563
OID-10564,6200,18,2321,2024-09-21,Credit Card,564,564,564,564
OID-10565,4470,13,413,2025-02-02,UPI,565,565,565,565
OID-10566,916,7,362,2022-10-21,UPI,566,566,566,566
OID-10567,916,7,362,2020-10-21,UPI,567,567,567,567
OID-10568,1165,20,302,2022-10-21,UPI,568,568,568,568
OID-10569,1165,20,302,2020-10-21,UPI,569,569,569,569
OID-10570,7846,12,677,2022-10-21,UPI,570,570,570,570
OID-10571,7846,12,677,2020-10-21,UPI,571,571,571,571
OID-10572,3022,1,384,2022-01-11,Credit Card,572,572,572,572
OID-10573,3022,1,384,2021-02-17,Credit Card,573,573,573,573
OID-10574,5266,13,1111,2022-01-11,Debit Card,574,574,574,574
OID-10575,5266,13,1111,2021-02-17,Debit Card,575,575,575,575
OID-10576,4853,9,1764,2021-11-06,Debit Card,576,576,576,576
OID-10577,4853,9,1764,2022-08-30,Debit Card,577,577,577,577
OID-10578,9832,1,1270,2022-10-07,COD,578,578,578,578
OID-10579,796,15,153,2022-10-07,Credit Card,579,579,579,579
OID-10580,883,7,127,2023-06-04,COD,580,580,580,580
OID-10581,4539,8,1155,2023-06-04,Debit Card,581,581,581,581
OID-10582,9659,16,2226,2023-06-04,Debit Card,582,582,582,582
OID-10583,9562,2,325,2022-05-13,Debit Card,583,583,583,583
OID-10584,4688,3,1841,2023-01-23,Credit Card,584,584,584,584
OID-10585,4688,3,1841,2021-07-25,Credit Card,585,585,585,585
OID-10586,7900,4,482,2025-03-08,COD,586,586,586,586
OID-10587,6967,17,3257,2022-12-25,COD,587,587,587,587
OID-10588,1091,6,277,2022-12-25,COD,588,588,588,588
OID-10589,6027,2,1530,2022-12-25,Credit Card,589,589,589,589
OID-10590,4852,2,218,2024-04-24,EMI,590,590,590,590
OID-10591,4852,2,218,2021-12-24,EMI,591,591,591,591
OID-10592,4852,2,218,2023-09-07,EMI,592,592,592,592
OID-10593,4314,6,1453,2021-08-10,COD,593,593,593,593
OID-10594,3288,3,1477,2024-05-26,EMI,594,594,594,594
OID-10595,3288,3,1477,2022-02-19,EMI,595,595,595,595
OID-10596,3977,5,813,2024-12-09,Credit Card,596,596,596,596
OID-10597,6252,2,1377,2023-06-01,EMI,597,597,597,597
OID-10598,9084,12,3253,2023-11-05,Debit Card,598,598,598,598
OID-10599,8994,15,1481,2020-06-21,Credit Card,599,599,599,599
OID-10600,1089,16,176,2020-10-26,EMI,600,600,600,600
OID-10601,6690,19,1001,2022-06-06,UPI,601,601,601,601
OID-10602,6690,19,1001,2021-11-13,UPI,602,602,602,602
OID-10603,4985,10,1920,2022-06-06,Credit Card,603,603,603,603
OID-10604,4985,10,1920,2021-11-13,Credit Card,604,604,604,604
OID-10605,8590,15,3565,2021-11-11,EMI,605,605,605,605
OID-10606,6973,10,3038,2021-11-11,COD,606,606,606,606
OID-10607,4591,19,1941,2021-07-31,EMI,607,607,607,607
OID-10608,9612,17,2572,2021-07-31,Credit Card,608,608,608,608
OID-10609,5343,1,655,2024-04-13,EMI,609,609,609,609
OID-10610,6956,20,318,2022-04-19,Debit Card,610,610,610,610
OID-10611,5306,17,2405,2024-03-23,EMI,611,611,611,611
OID-10612,8982,17,448,2021-05-07,UPI,612,612,612,612
OID-10613,4826,5,562,2021-05-07,Debit Card,613,613,613,613
OID-10614,972,15,106,2022-05-06,EMI,614,614,614,614
OID-10615,3665,4,802,2021-08-09,Credit Card,615,615,615,615
OID-10616,3665,4,802,2025-02-09,Credit Card,616,616,616,616
OID-10617,9808,2,2117,2024-04-23,UPI,617,617,617,617
OID-10618,1133,17,73,2023-02-23,UPI,618,618,618,618
OID-10619,1133,17,73,2024-06-06,UPI,619,619,619,619
OID-10620,6248,19,1168,2023-02-23,COD,620,620,620,620
OID-10621,6248,19,1168,2024-06-06,COD,621,621,621,621
OID-10622,5666,17,2733,2025-01-27,Credit Card,622,622,622,622
OID-10623,4171,18,1450,2023-04-07,COD,623,623,623,623
OID-10624,6236,7,2839,2022-01-20,Credit Card,624,624,624,624
OID-10625,6236,7,2839,2022-05-10,Credit Card,625,625,625,625
OID-10626,5410,8,2456,2024-05-29,Credit Card,626,626,626,626
OID-10627,5410,8,2456,2022-01-04,Credit Card,627,627,627,627
OID-10628,3024,1,1353,2024-05-02,Credit Card,628,628,628,628
OID-10629,3024,1,1353,2021-12-28,Credit Card,629,629,629,629
OID-10630,7434,5,2851,2022-12-12,UPI,630,630,630,630
OID-10631,7213,19,508,2023-08-17,Debit Card,631,631,631,631
OID-10632,7213,19,508,2021-11-29,Debit Card,632,632,632,632
OID-10633,3176,9,586,2023-08-17,EMI,633,633,633,633
OID-10634,3176,9,586,2021-11-29,EMI,634,634,634,634
OID-10635,9144,18,2220,2021-06-13,Credit Card,635,635,635,635
OID-10636,4146,19,865,2022-07-04,EMI,636,636,636,636
OID-10637,3793,7,875,2022-07-04,EMI,637,637,637,637
OID-10638,7169,11,2385,2021-06-27,COD,638,638,638,638
OID-10639,4046,18,417,2021-06-27,Credit Card,639,639,639,639
OID-10640,4164,11,905,2023-12-04,COD,640,640,640,640
OID-10641,5389,5,2196,2023-12-04,UPI,641,641,641,641
OID-10642,5448,5,2204,2022-08-09,COD,642,642,642,642
OID-10643,4115,1,1285,2020-04-08,UPI,643,643,643,643
OID-10644,4761,12,2231,2020-04-08,UPI,644,644,644,644
OID-10645,5899,6,2264,2023-10-20,EMI,645,645,645,645
OID-10646,6109,9,3040,2022-02-10,EMI,646,646,646,646
OID-10647,6109,9,3040,2023-10-05,EMI,647,647,647,647
OID-10648,4628,17,1491,2022-02-10,UPI,648,648,648,648
OID-10649,4628,17,1491,2023-10-05,UPI,649,649,649,649
OID-10650,4369,13,584,2022-09-22,Credit Card,650,650,650,650
OID-10651,4369,13,584,2021-04-03,Credit Card,651,651,651,651
OID-10652,5632,20,2358,2021-05-03,Credit Card,652,652,652,652
OID-10653,5632,20,2358,2024-02-11,Credit Card,653,653,653,653
OID-10654,5632,20,2358,2025-02-04,Credit Card,654,654,654,654
OID-10655,7519,14,402,2022-10-12,UPI,655,655,655,655
OID-10656,1564,13,674,2022-10-12,Debit Card,656,656,656,656
OID-10657,2804,10,936,2022-02-06,Credit Card,657,657,657,657
OID-10658,2804,10,936,2020-11-09,Credit Card,658,658,658,658
OID-10659,2804,10,936,2023-05-03,Credit Card,659,659,659,659
OID-10660,2321,6,505,2022-10-04,EMI,660,660,660,660
OID-10661,5730,6,482,2024-08-21,COD,661,661,661,661
OID-10662,7441,12,867,2021-11-20,COD,662,662,662,662
OID-10663,7441,12,867,2020-05-13,COD,663,663,663,663
OID-10664,1732,7,766,2023-02-28,UPI,664,664,664,664
OID-10665,8788,19,3944,2023-02-28,EMI,665,665,665,665
OID-10666,838,11,271,2021-01-21,EMI,666,666,666,666
OID-10667,838,11,271,2022-02-28,EMI,667,667,667,667
OID-10668,3577,2,699,2021-01-21,UPI,668,668,668,668
OID-10669,3577,2,699,2022-02-28,UPI,669,669,669,669
OID-10670,7122,6,1836,2024-04-25,Debit Card,670,670,670,670
OID-10671,7122,6,1836,2023-03-10,Debit Card,671,671,671,671
OID-10672,7122,6,1836,2023-07-10,Debit Card,672,672,672,672
OID-10673,7327,15,2596,2024-04-25,Credit Card,673,673,673,673
OID-10674,7327,15,2596,2023-03-10,Credit Card,674,674,674,674
OID-10675,7327,15,2596,2023-07-10,Credit Card,675,675,675,675
OID-10676,2239,18,1094,2024-07-28,COD,676,676,676,676
OID-10677,4932,1,1153,2024-07-28,COD,677,677,677,677
OID-10678,4609,8,1084,2023-07-30,UPI,678,678,678,678
OID-10679,2328,4,788,2023-07-30,UPI,679,679,679,679
OID-10680,4734,7,958,2023-07-30,Debit Card,680,680,680,680
OID-10681,1388,5,345,2024-10-05,UPI,681,681,681,681
OID-10682,8555,8,1638,2024-10-05,Credit Card,682,682,682,682
OID-10683,9024,4,730,2024-02-20,Credit Card,683,683,683,683
OID-10684,2468,4,418,2024-02-20,Credit Card,684,684,684,684
OID-10685,9438,4,1801,2023-04-19,COD,685,685,685,685
OID-10686,9438,4,1801,2023-10-29,COD,686,686,686,686
OID-10687,2685,18,379,2022-03-08,UPI,687,687,687,687
OID-10688,2685,18,379,2022-12-08,UPI,688,688,688,688
OID-10689,9916,14,4602,2022-03-08,UPI,689,689,689,689
OID-10690,9916,14,4602,2022-12-08,UPI,690,690,690,690
OID-10691,6184,14,50,2022-03-08,Credit Card,691,691,691,691
OID-10692,6184,14,50,2022-12-08,Credit Card,692,692,692,692
OID-10693,4548,8,2135,2022-03-08,Debit Card,693,693,693,693
OID-10694,4548,8,2135,2022-12-08,Debit Card,694,694,694,694
OID-10695,7195,7,1665,2024-07-27,COD,695,695,695,695
OID-10696,7195,7,1665,2022-07-05,COD,696,696,696,696
OID-10697,3098,18,957,2024-07-04,COD,697,697,697,697
OID-10698,5412,18,1192,2024-02-28,Credit Card,698,698,698,698
OID-10699,5412,18,1192,2025-01-03,Credit Card,699,699,699,699
OID-10700,1397,11,686,2021-12-07,Credit Card,700,700,700,700
OID-10701,9279,14,552,2021-12-14,EMI,701,701,701,701
OID-10702,9279,14,552,2020-11-30,EMI,702,702,702,702
OID-10703,2596,19,1003,2021-12-14,Credit Card,703,703,703,703
OID-10704,2596,19,1003,2020-11-30,Credit Card,704,704,704,704
OID-10705,6732,19,911,2021-12-29,EMI,705,705,705,705
OID-10706,4495,14,1408,2021-12-29,EMI,706,706,706,706
OID-10707,9653,6,2471,2024-07-08,UPI,707,707,707,707
OID-10708,8945,10,1728,2021-02-10,UPI,708,708,708,708
OID-10709,4007,13,201,2020-10-21,COD,709,709,709,709
OID-10710,4007,13,201,2023-04-17,COD,710,710,710,710
OID-10711,810,18,231,2020-10-21,EMI,711,711,711,711
OID-10712,9789,18,2071,2023-12-28,Debit Card,712,712,712,712
OID-10713,9229,8,4090,2023-12-28,COD,713,713,713,713
OID-10714,8141,18,3968,2022-12-23,Debit Card,714,714,714,714
OID-10715,8141,18,3968,2022-08-10,Debit Card,715,715,715,715
OID-10716,1067,14,251,2022-12-23,EMI,716,716,716,716
OID-10717,1067,14,251,2022-08-10,EMI,717,717,717,717
OID-10718,3839,10,1415,2023-10-17,UPI,718,718,718,718
OID-10719,3839,10,1415,2022-02-28,UPI,719,719,719,719
OID-10720,2858,13,482,2024-05-24,COD,720,720,720,720
OID-10721,2137,12,638,2020-10-02,Debit Card,721,721,721,721
OID-10722,2831,12,1289,2020-10-02,Debit Card,722,722,722,722
OID-10723,3913,15,961,2024-02-10,UPI,723,723,723,723
OID-10724,3913,15,961,2021-02-06,UPI,724,724,724,724
OID-10725,4468,9,1940,2022-03-16,COD,725,725,725,725
OID-10726,1579,9,602,2020-05-24,Credit Card,726,726,726,726
OID-10727,1579,9,602,2025-02-16,Credit Card,727,727,727,727
OID-10728,1579,9,602,2021-11-16,Credit Card,728,728,728,728
OID-10729,1579,9,602,2024-09-08,Credit Card,729,729,729,729
OID-10730,3760,19,1849,2020-05-24,EMI,730,730,730,730
OID-10731,3760,19,1849,2025-02-16,EMI,731,731,731,731
OID-10732,3760,19,1849,2021-11-16,EMI,732,732,732,732
OID-10733,3760,19,1849,2024-09-08,EMI,733,733,733,733
OID-10734,8706,14,3099,2022-06-29,Credit Card,734,734,734,734
OID-10735,4708,14,696,2022-06-29,Credit Card,735,735,735,735
OID-10736,8089,17,3132,2022-06-29,COD,736,736,736,736
OID-10737,5462,12,673,2022-11-03,Debit Card,737,737,737,737
OID-10738,6392,18,444,2023-11-28,Credit Card,738,738,738,738
OID-10739,8706,3,1724,2020-04-25,Debit Card,739,739,739,739
OID-10740,2349,4,319,2022-01-18,UPI,740,740,740,740
OID-10741,8220,14,3882,2022-01-18,UPI,741,741,741,741
OID-10742,2379,7,279,2022-01-18,Debit Card,742,742,742,742
OID-10743,7377,4,2049,2022-01-18,UPI,743,743,743,743
OID-10744,717,16,158,2022-03-23,Credit Card,744,744,744,744
OID-10745,717,16,158,2020-06-24,Credit Card,745,745,745,745
OID-10746,717,16,158,2022-12-23,Credit Card,746,746,746,746
OID-10747,717,16,158,2024-11-24,Credit Card,747,747,747,747
OID-10748,717,16,158,2020-11-06,Credit Card,748,748,748,748
OID-10749,717,16,158,2023-10-24,Credit Card,749,749,749,749
OID-10750,508,17,177,2022-03-23,UPI,750,750,750,750
OID-10751,508,17,177,2020-06-24,UPI,751,751,751,751
OID-10752,508,17,177,2022-12-23,UPI,752,752,752,752
OID-10753,508,17,177,2024-11-24,UPI,753,753,753,753
OID-10754,508,17,177,2020-11-06,UPI,754,754,754,754
OID-10755,508,17,177,2023-10-24,UPI,755,755,755,755
OID-10756,9382,3,1085,2023-07-18,Debit Card,756,756,756,756
OID-10757,9382,3,1085,2022-05-16,Debit Card,757,757,757,757
OID-10758,4936,19,576,2023-07-18,COD,758,758,758,758
OID-10759,4936,19,576,2022-05-16,COD,759,759,759,759
OID-10760,2663,19,64,2024-06-16,COD,760,760,760,760
OID-10761,2663,19,64,2021-10-23,COD,761,761,761,761
OID-10762,5151,5,1680,2022-10-22,EMI,762,762,762,762
OID-10763,2514,8,95,2023-07-17,UPI,763,763,763,763
OID-10764,6129,2,2976,2025-02-24,EMI,764,764,764,764
OID-10765,4395,3,1663,2025-02-24,COD,765,765,765,765
OID-10766,5393,8,2642,2021-03-07,UPI,766,766,766,766
OID-10767,2280,8,509,2021-01-03,Credit Card,767,767,767,767
OID-10768,6596,9,1439,2023-05-03,Debit Card,768,768,768,768
OID-10769,4510,5,1896,2023-10-25,EMI,769,769,769,769
OID-10770,6077,18,2378,2022-08-21,COD,770,770,770,770
OID-10771,5379,17,2510,2022-04-16,COD,771,771,771,771
OID-10772,4629,16,1660,2023-04-02,EMI,772,772,772,772
OID-10773,2710,20,555,2024-10-21,Debit Card,773,773,773,773
OID-10774,3224,14,1018,2024-10-21,UPI,774,774,774,774
OID-10775,8042,15,936,2021-07-09,EMI,775,775,775,775
OID-10776,8042,15,936,2022-04-08,EMI,776,776,776,776
OID-10777,3957,10,151,2022-04-30,EMI,777,777,777,777
OID-10778,8769,16,3178,2023-01-20,Debit Card,778,778,778,778
OID-10779,2957,16,917,2024-11-17,Debit Card,779,779,779,779
OID-10780,5344,6,2607,2022-04-23,Debit Card,780,780,780,780
OID-10781,5344,6,2607,2025-02-18,Debit Card,781,781,781,781
OID-10782,6061,19,2121,2021-05-27,EMI,782,782,782,782
OID-10783,6061,19,2121,2022-01-17,EMI,783,783,783,783
OID-10784,5376,7,1928,2025-01-15,Credit Card,784,784,784,784
OID-10785,2792,8,1008,2021-02-14,COD,785,785,785,785
OID-10786,2944,5,249,2024-08-31,Credit Card,786,786,786,786
OID-10787,2944,5,249,2022-12-26,Credit Card,787,787,787,787
OID-10788,4220,13,945,2024-03-21,EMI,788,788,788,788
OID-10789,4220,13,945,2020-12-15,EMI,789,789,789,789
OID-10790,8526,4,1704,2023-03-21,Debit Card,790,790,790,790
OID-10791,8218,19,1430,2023-06-08,Credit Card,791,791,791,791
OID-10792,599,4,265,2022-07-17,Credit Card,792,792,792,792
OID-10793,599,4,265,2024-12-05,Credit Card,793,793,793,793
OID-10794,2727,10,543,2022-07-17,Credit Card,794,794,794,794
OID-10795,2727,10,543,2024-12-05,Credit Card,795,795,795,795
OID-10796,2589,11,605,2023-11-02,EMI,796,796,796,796
OID-10797,2589,11,605,2024-10-05,EMI,797,797,797,797
OID-10798,3776,9,1100,2022-11-13,EMI,798,798,798,798
OID-10799,3776,9,1100,2022-12-28,EMI,799,799,799,799
OID-10800,5402,12,1666,2025-02-26,EMI,800,800,800,800
OID-10801,5165,16,885,2022-11-12,EMI,801,801,801,801
OID-10802,4863,4,2394,2022-11-12,EMI,802,802,802,802
OID-10803,1626,15,258,2021-06-07,EMI,803,803,803,803
OID-10804,8851,7,3962,2020-09-26,EMI,804,804,804,804
OID-10805,9680,9,3295,2024-04-29,COD,805,805,805,805
OID-10806,8468,8,3666,2024-04-29,UPI,806,806,806,806
OID-10807,4441,14,314,2024-04-29,Debit Card,807,807,807,807
OID-10808,6622,8,2673,2024-04-10,COD,808,808,808,808
OID-10809,3260,17,207,2023-12-21,UPI,809,809,809,809
OID-10810,8709,8,2322,2024-05-02,Debit Card,810,810,810,810
OID-10811,8709,8,2322,2024-11-21,Debit Card,811,811,811,811
OID-10812,5250,1,187,2022-03-17,COD,812,812,812,812
OID-10813,5250,1,187,2023-05-14,COD,813,813,813,813
OID-10814,4116,20,921,2024-10-07,UPI,814,814,814,814
OID-10815,4116,20,921,2020-09-08,UPI,815,815,815,815
OID-10816,1109,15,418,2021-08-19,UPI,816,816,816,816
OID-10817,3573,7,562,2022-10-12,EMI,817,817,817,817
OID-10818,3573,7,562,2020-05-23,EMI,818,818,818,818
OID-10819,3573,7,562,2020-04-18,EMI,819,819,819,819
OID-10820,8055,10,661,2022-10-12,EMI,820,820,820,820
OID-10821,8055,10,661,2020-05-23,EMI,821,821,821,821
OID-10822,8055,10,661,2020-04-18,EMI,822,822,822,822
OID-10823,6829,2,2609,2022-06-04,EMI,823,823,823,823
OID-10824,6390,12,3089,2022-06-04,COD,824,824,824,824
OID-10825,5831,17,1574,2022-11-16,Debit Card,825,825,825,825
OID-10826,5831,17,1574,2024-07-18,Debit Card,826,826,826,826
OID-10827,5831,17,1574,2023-07-16,Debit Card,827,827,827,827
OID-10828,7952,8,3865,2020-08-10,Debit Card,828,828,828,828
OID-10829,3659,5,379,2024-06-22,UPI,829,829,829,829
OID-10830,4183,4,1159,2020-07-13,Debit Card,830,830,830,830
OID-10831,7478,11,1381,2024-04-16,EMI,831,831,831,831
OID-10832,702,9,238,2021-03-13,COD,832,832,832,832
OID-10833,4037,15,1494,2023-04-01,EMI,833,833,833,833
OID-10834,5014,2,2332,2020-11-10,COD,834,834,834,834
OID-10835,9879,15,4930,2023-06-08,Debit Card,835,835,835,835
OID-10836,8762,1,3502,2021-08-17,Debit Card,836,836,836,836
OID-10837,8490,1,800,2020-05-24,EMI,837,837,837,837
OID-10838,6951,10,164,2021-08-12,UPI,838,838,838,838
OID-10839,1078,3,309,2022-09-03,Credit Card,839,839,839,839
