Date_ID,Order_Date,Year_Month,Year,Month,Quarter
664,2023-02-28,2023-02,2023,2,1
665,2023-02-28,2023-02,2023,2,1
666,2021-01-21,2021-01,2021,1,1
667,2022-02-28,2022-02,2022,2,1
668,2021-01-21,2021-01,2021,1,1
669,2022-02-28,2022-02,2022,2,1
670,2024-04-25,2024-04,2024,4,2
671,2023-03-10,2023-03,2023,3,1
672,2023-07-10,2023-07,2023,7,3
673,2024-04-25,2024-04,2024,4,2
674,2023-03-10,2023-03,2023,3,1
675,2023-07-10,2023-07,2023,7,3
676,2024-07-28,2024-07,2024,7,3
677,2024-07-28,2024-07,2024,7,3
678,2023-07-30,2023-07,2023,7,3
679,2023-07-30,2023-07,2023,7,3
680,2023-07-30,2023-07,2023,7,3
681,2024-10-05,2024-10,2024,10,4
682,2024-10-05,2024-10,2024,10,4
683,2024-02-20,2024-02,2024,2,1
684,2024-02-20,2024-02,2024,2,1
685,2023-04-19,2023-04,2023,4,2
686,2023-10-29,2023-10,2023,10,4
687,2022-03-08,2022-03,2022,3,1
688,2022-12-08,2022-12,2022,12,4
689,2022-03-08,2022-03,2022,3,1
690,2022-12-08,2022-12,2022,12,4
691,2022-03-08,2022-03,2022,3,1
692,2022-12-08,2022-12,2022,12,4
693,2022-03-08,2022-03,2022,3,1
694,2022-12-08,2022-12,2022,12,4
695,2024-07-27,2024-07,2024,7,3
696,2022-07-05,2022-07,2022,7,3
697,2024-07-04,2024-07,2024,7,3
698,2024-02-28,2024-02,2024,2,1
699,2025-01-03,2025-01,2025,1,1
700,2021-12-07,2021-12,2021,12,4
701,2021-12-14,2021-12,2021,12,4
702,2020-11-30,2020-11,2020,11,4
703,2021-12-14,2021-12,2021,12,4
704,2020-11-30,2020-11,2020,11,4
705,2021-12-29,2021-12,2021,12,4
706,2021-12-29,2021-12,2021,12,4
707,2024-07-08,2024-07,2024,7,3
708,2021-02-10,2021-02,2021,2,1
709,2020-10-21,2020-10,2020,10,4
710,2023-04-17,2023-04,2023,4,2
711,2020-10-21,2020-10,2020,10,4
712,2023-12-28,2023-12,2023,12,4
713,2023-12-28,2023-12,2023,12,4
714,2022-12-23,2022-12,2022,12,4
715,2022-08-10,2022-08,2022,8,3
716,2022-12-23,2022-12,2022,12,4
717,2022-08-10,2022-08,2022,8,3
718,2023-10-17,2023-10,2023,10,4
719,2022-02-28,2022-02,2022,2,1
720,2024-05-24,2024-05,2024,5,2
721,2020-10-02,2020-10,2020,10,4
722,2020-10-02,2020-10,2020,10,4
723,2024-02-10,2024-02,2024,2,1
724,2021-02-06,2021-02,2021,2,1
725,2022-03-16,2022-03,2022,3,1
726,2020-05-24,2020-05,2020,5,2
727,2025-02-16,2025-02,2025,2,1
728,2021-11-16,2021-11,2021,11,4
729,2024-09-08,2024-09,2024,9,3
730,2020-05-24,2020-05,2020,5,2
731,2025-02-16,2025-02,2025,2,1
732,2021-11-16,2021-11,2021,11,4
733,2024-09-08,2024-09,2024,9,3
734,2022-06-29,2022-06,2022,6,2
735,2022-06-29,2022-06,2022,6,2
736,2022-06-29,2022-06,2022,6,2
737,2022-11-03,2022-11,2022,11,4
738,2023-11-28,2023-11,2023,11,4
739,2020-04-25,2020-04,2020,4,2
740,2022-01-18,2022-01,2022,1,1
741,2022-01-18,2022-01,2022,1,1
742,2022-01-18,2022-01,2022,1,1
743,2022-01-18,2022-01,2022,1,1
744,2022-03-23,2022-03,2022,3,1
745,2020-06-24,2020-06,2020,6,2
746,2022-12-23,2022-12,2022,12,4
747,2024-11-24,2024-11,2024,11,4
748,2020-11-06,2020-11,2020,11,4
749,2023-10-24,2023-10,2023,10,4
750,2022-03-23,2022-03,2022,3,1
751,2020-06-24,2020-06,2020,6,2
752,2022-12-23,2022-12,2022,12,4
753,2024-11-24,2024-11,2024,11,4
754,2020-11-06,2020-11,2020,11,4
755,2023-10-24,2023-10,2023,10,4
756,2023-07-18,2023-07,2023,7,3
757,2022-05-16,2022-05,2022,5,2
758,2023-07-18,2023-07,2023,7,3
759,2022-05-16,2022-05,2022,5,2
760,2024-06-16,2024-06,2024,6,2
761,2021-10-23,2021-10,2021,10,4
762,2022-10-22,2022-10,2022,10,4
763,2023-07-17,2023-07,2023,7,3
764,2025-02-24,2025-02,2025,2,1
765,2025-02-24,2025-02,2025,2,1
766,2021-03-07,2021-03,2021,3,1
767,2021-01-03,2021-01,2021,1,1
768,2023-05-03,2023-05,2023,5,2
769,2023-10-25,2023-10,2023,10,4
770,2022-08-21,2022-08,2022,8,3
771,2022-04-16,2022-04,2022,4,2
772,2023-04-02,2023-04,2023,4,2
773,2024-10-21,2024-10,2024,10,4
774,2024-10-21,2024-10,2024,10,4
775,2021-07-09,2021-07,2021,7,3
776,2022-04-08,2022-04,2022,4,2
777,2022-04-30,2022-04,2022,4,2
778,2023-01-20,2023-01,2023,1,1
779,2024-11-17,2024-11,2024,11,4
780,2022-04-23,2022-04,2022,4,2
781,2025-02-18,2025-02,2025,2,1
782,2021-05-27,2021-05,2021,5,2
783,2022-01-17,2022-01,2022,1,1
784,2025-01-15,2025-01,2025,1,1
785,2021-02-14,2021-02,2021,2,1
786,2024-08-31,2024-08,2024,8,3
787,2022-12-26,2022-12,2022,12,4
788,2024-03-21,2024-03,2024,3,1
789,2020-12-15,2020-12,2020,12,4
790,2023-03-21,2023-03,2023,3,1
791,2023-06-08,2023-06,2023,6,2
792,2022-07-17,2022-07,2022,7,3
793,2024-12-05,2024-12,2024,12,4
794,2022-07-17,2022-07,2022,7,3
795,2024-12-05,2024-12,2024,12,4
796,2023-11-02,2023-11,2023,11,4
797,2024-10-05,2024-10,2024,10,4
798,2022-11-13,2022-11,2022,11,4
799,2022-12-28,2022-12,2022,12,4
800,2025-02-26,2025-02,2025,2,1
801,2022-11-12,2022-11,2022,11,4
802,2022-11-12,2022-11,2022,11,4
803,2021-06-07,2021-06,2021,6,2
804,2020-09-26,2020-09,2020,9,3
805,2024-04-29,2024-04,2024,4,2
806,2024-04-29,2024-04,2024,4,2
807,2024-04-29,2024-04,2024,4,2
808,2024-04-10,2024-04,2024,4,2
809,2023-12-21,2023-12,2023,12,4
810,2024-05-02,2024-05,2024,5,2
811,2024-11-21,2024-11,2024,11,4
812,2022-03-17,2022-03,2022,3,1
813,2023-05-14,2023-05,2023,5,2
814,2024-10-07,2024-10,2024,10,4
815,2020-09-08,2020-09,2020,9,3
816,2021-08-19,2021-08,2021,8,3
817,2022-10-12,2022-10,2022,10,4
818,2020-05-23,2020-05,2020,5,2
819,2020-04-18,2020-04,2020,4,2
820,2022-10-12,2022-10,2022,10,4
821,2020-05-23,2020-05,2020,5,2
822,2020-04-18,2020-04,2020,4,2
823,2022-06-04,2022-06,2022,6,2
824,2022-06-04,2022-06,2022,6,2
825,2022-11-16,2022-11,2022,11,4
826,2024-07-18,2024-07,2024,7,3
827,2023-07-16,2023-07,2023,7,3
828,2020-08-10,2020-08,2020,8,3
829,2024-06-22,2024-06,2024,6,2
830,2020-07-13,2020-07,2020,7,3
831,2024-04-16,2024-04,2024,4,2
832,2021-03-13,2021-03,2021,3,1
833,2023-04-01,2023-04,2023,4,2
834,2020-11-10,2020-11,2020,11,4
835,2023-06-08,2023-06,2023,6,2
836,2021-08-17,2021-08,2021,8,3
837,2020-05-24,2020-05,2020,5,2
838,2021-08-12,2021-08,2021,8,3
839,2022-09-03,2022-09,2022,9,3
840,2020-10-01,2020-10,2020,10,4
841,2022-05-27,2022-05,2022,5,2
842,2022-05-27,2022-05,2022,5,2
843,2024-03-10,2024-03,2024,3,1
844,2023-10-05,2023-10,2023,10,4
845,2024-03-10,2024-03,2024,3,1
846,2023-10-05,2023-10,2023,10,4
847,2022-08-28,2022-08,2022,8,3
848,2020-09-08,2020-09,2020,9,3
849,2021-04-27,2021-04,2021,4,2
850,2021-08-21,2021-08,2021,8,3
851,2021-05-16,2021-05,2021,5,2
852,2021-08-21,2021-08,2021,8,3
853,2021-05-16,2021-05,2021,5,2
854,2022-01-15,2022-01,2022,1,1
855,2023-03-21,2023-03,2023,3,1
856,2023-12-28,2023-12,2023,12,4
857,2022-02-15,2022-02,2022,2,1
858,2023-11-30,2023-11,2023,11,4
859,2023-01-12,2023-01,2023,1,1
860,2023-05-19,2023-05,2023,5,2
861,2023-01-12,2023-01,2023,1,1
862,2023-05-19,2023-05,2023,5,2
863,2024-02-19,2024-02,2024,2,1
864,2021-12-01,2021-12,2021,12,4
865,2021-12-01,2021-12,2021,12,4
866,2024-12-19,2024-12,2024,12,4
867,2023-01-18,2023-01,2023,1,1
868,2020-12-23,2020-12,2020,12,4
869,2021-02-28,2021-02,2021,2,1
870,2023-05-04,2023-05,2023,5,2
871,2020-04-22,2020-04,2020,4,2
872,2021-08-13,2021-08,2021,8,3
873,2023-05-04,2023-05,2023,5,2
874,2020-04-22,2020-04,2020,4,2
875,2021-08-13,2021-08,2021,8,3
876,2023-07-20,2023-07,2023,7,3
877,2022-08-28,2022-08,2022,8,3
878,2023-03-14,2023-03,2023,3,1
879,2023-11-07,2023-11,2023,11,4
880,2024-04-16,2024-04,2024,4,2
881,2023-11-07,2023-11,2023,11,4
882,2024-04-16,2024-04,2024,4,2
883,2022-09-16,2022-09,2022,9,3
884,2024-10-31,2024-10,2024,10,4
885,2024-11-25,2024-11,2024,11,4
886,2021-10-29,2021-10,2021,10,4
887,2023-12-27,2023-12,2023,12,4
888,2023-06-25,2023-06,2023,6,2
889,2020-09-01,2020-09,2020,9,3
890,2025-02-01,2025-02,2025,2,1
891,2023-07-22,2023-07,2023,7,3
892,2022-02-04,2022-02,2022,2,1
893,2023-09-27,2023-09,2023,9,3
894,2025-01-30,2025-01,2025,1,1
895,2023-09-27,2023-09,2023,9,3
896,2025-01-30,2025-01,2025,1,1
897,2023-09-27,2023-09,2023,9,3
898,2025-01-30,2025-01,2025,1,1
899,2025-01-15,2025-01,2025,1,1
900,2021-03-28,2021-03,2021,3,1
901,2021-12-25,2021-12,2021,12,4
902,2023-02-03,2023-02,2023,2,1
903,2023-04-28,2023-04,2023,4,2
904,2024-11-22,2024-11,2024,11,4
905,2023-02-03,2023-02,2023,2,1
906,2023-04-28,2023-04,2023,4,2
907,2024-11-22,2024-11,2024,11,4
908,2024-07-02,2024-07,2024,7,3
909,2024-07-02,2024-07,2024,7,3
910,2022-01-18,2022-01,2022,1,1
911,2024-10-08,2024-10,2024,10,4
912,2024-10-08,2024-10,2024,10,4
913,2020-06-21,2020-06,2020,6,2
914,2023-12-14,2023-12,2023,12,4
915,2020-12-16,2020-12,2020,12,4
916,2025-03-15,2025-03,2025,3,1
917,2024-08-21,2024-08,2024,8,3
918,2024-08-21,2024-08,2024,8,3
919,2021-05-27,2021-05,2021,5,2
920,2020-09-21,2020-09,2020,9,3
921,2025-01-11,2025-01,2025,1,1
922,2021-10-20,2021-10,2021,10,4
923,2021-10-20,2021-10,2021,10,4
924,2021-10-19,2021-10,2021,10,4
925,2024-07-07,2024-07,2024,7,3
926,2023-07-25,2023-07,2023,7,3
927,2020-04-16,2020-04,2020,4,2
928,2020-07-04,2020-07,2020,7,3
929,2022-05-16,2022-05,2022,5,2
930,2022-05-16,2022-05,2022,5,2
931,2023-11-25,2023-11,2023,11,4
932,2021-08-17,2021-08,2021,8,3
933,2023-07-02,2023-07,2023,7,3
934,2020-08-24,2020-08,2020,8,3
935,2022-11-07,2022-11,2022,11,4
936,2024-03-27,2024-03,2024,3,1
937,2024-09-01,2024-09,2024,9,3
938,2022-02-22,2022-02,2022,2,1
939,2024-03-27,2024-03,2024,3,1
940,2024-09-01,2024-09,2024,9,3
941,2022-02-22,2022-02,2022,2,1
942,2022-02-11,2022-02,2022,2,1
943,2022-02-11,2022-02,2022,2,1
944,2022-02-11,2022-02,2022,2,1
945,2021-05-27,2021-05,2021,5,2
946,2023-07-05,2023-07,2023,7,3
947,2020-10-27,2020-10,2020,10,4
948,2021-05-27,2021-05,2021,5,2
949,2023-07-05,2023-07,2023,7,3
950,2020-10-27,2020-10,2020,10,4
951,2023-01-26,2023-01,2023,1,1
952,2021-09-06,2021-09,2021,9,3
953,2021-11-12,2021-11,2021,11,4
954,2024-07-30,2024-07,2024,7,3
955,2022-03-15,2022-03,2022,3,1
956,2024-03-15,2024-03,2024,3,1
957,2020-11-10,2020-11,2020,11,4
958,2024-03-15,2024-03,2024,3,1
959,2020-11-10,2020-11,2020,11,4
960,2022-07-23,2022-07,2022,7,3
961,2024-09-13,2024-09,2024,9,3
962,2024-09-13,2024-09,2024,9,3
963,2022-01-25,2022-01,2022,1,1
964,2021-04-19,2021-04,2021,4,2
965,2021-07-18,2021-07,2021,7,3
966,2022-06-24,2022-06,2022,6,2
967,2024-06-08,2024-06,2024,6,2
968,2022-06-24,2022-06,2022,6,2
969,2024-06-08,2024-06,2024,6,2
970,2022-06-24,2022-06,2022,6,2
971,2024-06-08,2024-06,2024,6,2
972,2022-09-29,2022-09,2022,9,3
973,2023-05-10,2023-05,2023,5,2
974,2020-05-02,2020-05,2020,5,2
975,2021-04-12,2021-04,2021,4,2
976,2023-11-04,2023-11,2023,11,4
977,2020-05-04,2020-05,2020,5,2
978,2023-09-10,2023-09,2023,9,3
979,2024-01-05,2024-01,2024,1,1
980,2024-05-08,2024-05,2024,5,2
981,2024-03-30,2024-03,2024,3,1
982,2020-09-10,2020-09,2020,9,3
983,2020-09-10,2020-09,2020,9,3
984,2020-07-12,2020-07,2020,7,3
985,2022-12-08,2022-12,2022,12,4
986,2024-03-27,2024-03,2024,3,1
987,2023-02-17,2023-02,2023,2,1
988,2021-07-21,2021-07,2021,7,3
989,2020-07-12,2020-07,2020,7,3
990,2022-12-08,2022-12,2022,12,4
991,2024-03-27,2024-03,2024,3,1
992,2023-02-17,2023-02,2023,2,1
993,2021-07-21,2021-07,2021,7,3
994,2022-10-30,2022-10,2022,10,4
995,2020-12-31,2020-12,2020,12,4
996,2022-04-15,2022-04,2022,4,2
997,2023-04-05,2023-04,2023,4,2
998,2020-12-31,2020-12,2020,12,4
999,2022-04-15,2022-04,2022,4,2
1000,2023-04-05,2023-04,2023,4,2
1001,2020-12-31,2020-12,2020,12,4
1002,2022-04-15,2022-04,2022,4,2
1003,2023-04-05,2023-04,2023,4,2
1004,2021-10-29,2021-10,2021,10,4
1005,2024-12-29,2024-12,2024,12,4
1006,2020-08-11,2020-08,2020,8,3
1007,2024-03-04,2024-03,2024,3,1
1008,2023-10-17,2023-10,2023,10,4
1009,2023-07-28,2023-07,2023,7,3
1010,2021-11-27,2021-11,2021,11,4
1011,2021-11-27,2021-11,2021,11,4
1012,2020-09-09,2020-09,2020,9,3
1013,2021-06-02,2021-06,2021,6,2
1014,2022-08-22,2022-08,2022,8,3
1015,2024-04-16,2024-04,2024,4,2
1016,2022-08-23,2022-08,2022,8,3
1017,2021-03-12,2021-03,2021,3,1
1018,2024-06-26,2024-06,2024,6,2
1019,2023-12-08,2023-12,2023,12,4
1020,2024-11-27,2024-11,2024,11,4
1021,2022-01-10,2022-01,2022,1,1
1022,2021-11-01,2021-11,2021,11,4
1023,2023-10-28,2023-10,2023,10,4
1024,2025-03-01,2025-03,2025,3,1
1025,2023-10-28,2023-10,2023,10,4
1026,2025-03-01,2025-03,2025,3,1
1027,2024-08-01,2024-08,2024,8,3
1028,2023-06-07,2023-06,2023,6,2
1029,2024-10-21,2024-10,2024,10,4
1030,2021-01-04,2021-01,2021,1,1
1031,2022-04-19,2022-04,2022,4,2
1032,2022-08-11,2022-08,2022,8,3
1033,2023-08-04,2023-08,2023,8,3
1034,2020-04-25,2020-04,2020,4,2
1035,2020-04-25,2020-04,2020,4,2
1036,2024-12-14,2024-12,2024,12,4
1037,2022-07-25,2022-07,2022,7,3
1038,2022-05-07,2022-05,2022,5,2
1039,2022-08-11,2022-08,2022,8,3
1040,2022-08-12,2022-08,2022,8,3
1041,2022-08-11,2022-08,2022,8,3
1042,2022-08-12,2022-08,2022,8,3
1043,2023-08-21,2023-08,2023,8,3
1044,2022-09-12,2022-09,2022,9,3
1045,2023-08-20,2023-08,2023,8,3
1046,2020-12-27,2020-12,2020,12,4
1047,2023-09-04,2023-09,2023,9,3
1048,2022-01-08,2022-01,2022,1,1
1049,2023-06-05,2023-06,2023,6,2
1050,2021-04-01,2021-04,2021,4,2
1051,2024-05-28,2024-05,2024,5,2
1052,2021-04-01,2021-04,2021,4,2
1053,2024-05-28,2024-05,2024,5,2
1054,2023-03-09,2023-03,2023,3,1
1055,2022-07-28,2022-07,2022,7,3
1056,2021-06-17,2021-06,2021,6,2
1057,2024-02-13,2024-02,2024,2,1
1058,2021-08-06,2021-08,2021,8,3
1059,2022-05-01,2022-05,2022,5,2
1060,2022-05-01,2022-05,2022,5,2
1061,2024-03-11,2024-03,2024,3,1
1062,2020-07-06,2020-07,2020,7,3
1063,2020-12-17,2020-12,2020,12,4
1064,2022-08-30,2022-08,2022,8,3
1065,2025-02-27,2025-02,2025,2,1
1066,2021-06-05,2021-06,2021,6,2
1067,2022-12-22,2022-12,2022,12,4
1068,2025-01-25,2025-01,2025,1,1
1069,2025-02-14,2025-02,2025,2,1
1070,2023-01-06,2023-01,2023,1,1
1071,2020-10-11,2020-10,2020,10,4
1072,2023-05-24,2023-05,2023,5,2
1073,2024-03-12,2024-03,2024,3,1
1074,2024-03-17,2024-03,2024,3,1
1075,2022-05-17,2022-05,2022,5,2
1076,2020-12-21,2020-12,2020,12,4
1077,2021-08-24,2021-08,2021,8,3
1078,2022-10-22,2022-10,2022,10,4
1079,2024-02-21,2024-02,2024,2,1
1080,2022-10-31,2022-10,2022,10,4
1081,2022-05-15,2022-05,2022,5,2
1082,2022-07-22,2022-07,2022,7,3
1083,2021-12-13,2021-12,2021,12,4
1084,2021-06-03,2021-06,2021,6,2
1085,2025-02-24,2025-02,2025,2,1
1086,2023-02-02,2023-02,2023,2,1
1087,2021-12-31,2021-12,2021,12,4
1088,2024-06-15,2024-06,2024,6,2
1089,2022-06-05,2022-06,2022,6,2
1090,2020-05-11,2020-05,2020,5,2
1091,2024-02-11,2024-02,2024,2,1
1092,2020-11-25,2020-11,2020,11,4
1093,2023-08-12,2023-08,2023,8,3
1094,2022-05-06,2022-05,2022,5,2
1095,2024-01-17,2024-01,2024,1,1
1096,2021-11-24,2021-11,2021,11,4
1097,2021-10-06,2021-10,2021,10,4
1098,2025-01-27,2025-01,2025,1,1
1099,2022-05-23,2022-05,2022,5,2
1100,2023-11-28,2023-11,2023,11,4
1101,2023-01-18,2023-01,2023,1,1
1102,2021-09-06,2021-09,2021,9,3
1103,2021-09-06,2021-09,2021,9,3
1104,2021-02-22,2021-02,2021,2,1
1105,2021-10-06,2021-10,2021,10,4
1106,2020-06-07,2020-06,2020,6,2
1107,2024-05-21,2024-05,2024,5,2
1108,2020-08-05,2020-08,2020,8,3
1109,2020-10-15,2020-10,2020,10,4
1110,2021-05-15,2021-05,2021,5,2
1111,2022-01-13,2022-01,2022,1,1
1112,2023-07-18,2023-07,2023,7,3
1113,2022-12-08,2022-12,2022,12,4
1114,2023-04-17,2023-04,2023,4,2
1115,2020-06-23,2020-06,2020,6,2
1116,2022-01-20,2022-01,2022,1,1
1117,2023-11-18,2023-11,2023,11,4
1118,2022-01-19,2022-01,2022,1,1
1119,2020-09-21,2020-09,2020,9,3
1120,2020-09-21,2020-09,2020,9,3
1121,2021-06-11,2021-06,2021,6,2
1122,2024-08-07,2024-08,2024,8,3
1123,2022-07-26,2022-07,2022,7,3
1124,2024-01-13,2024-01,2024,1,1
1125,2024-01-13,2024-01,2024,1,1
1126,2021-05-28,2021-05,2021,5,2
1127,2021-06-13,2021-06,2021,6,2
1128,2023-04-25,2023-04,2023,4,2
1129,2021-07-05,2021-07,2021,7,3
1130,2024-10-12,2024-10,2024,10,4
1131,2021-10-04,2021-10,2021,10,4
1132,2024-02-07,2024-02,2024,2,1
1133,2021-03-05,2021-03,2021,3,1
1134,2023-06-25,2023-06,2023,6,2
1135,2021-08-02,2021-08,2021,8,3
1136,2022-03-17,2022-03,2022,3,1
1137,2024-02-07,2024-02,2024,2,1
1138,2022-08-19,2022-08,2022,8,3
1139,2024-09-19,2024-09,2024,9,3
1140,2020-04-05,2020-04,2020,4,2
1141,2023-03-10,2023-03,2023,3,1
1142,2020-08-10,2020-08,2020,8,3
1143,2020-04-29,2020-04,2020,4,2
1144,2023-03-16,2023-03,2023,3,1
1145,2020-05-04,2020-05,2020,5,2
1146,2020-05-04,2020-05,2020,5,2
1147,2024-10-15,2024-10,2024,10,4
1148,2022-06-09,2022-06,2022,6,2
1149,2020-07-04,2020-07,2020,7,3
1150,2023-04-09,2023-04,2023,4,2
1151,2023-11-24,2023-11,2023,11,4
1152,2023-11-29,2023-11,2023,11,4
1153,2024-05-20,2024-05,2024,5,2
1154,2024-05-21,2024-05,2024,5,2
1155,2021-12-07,2021-12,2021,12,4
1156,2025-01-06,2025-01,2025,1,1
1157,2022-07-13,2022-07,2022,7,3
1158,2020-04-19,2020-04,2020,4,2
1159,2024-11-14,2024-11,2024,11,4
1160,2020-04-18,2020-04,2020,4,2
1161,2023-10-18,2023-10,2023,10,4
1162,2021-03-21,2021-03,2021,3,1
1163,2024-09-13,2024-09,2024,9,3
1164,2023-05-04,2023-05,2023,5,2
1165,2023-05-31,2023-05,2023,5,2
1166,2024-06-15,2024-06,2024,6,2
1167,2021-04-03,2021-04,2021,4,2
1168,2025-01-14,2025-01,2025,1,1
1169,2020-12-24,2020-12,2020,12,4
1170,2022-10-07,2022-10,2022,10,4
1171,2021-10-05,2021-10,2021,10,4
1172,2024-12-28,2024-12,2024,12,4
1173,2022-05-14,2022-05,2022,5,2
1174,2023-08-19,2023-08,2023,8,3
1175,2023-07-14,2023-07,2023,7,3
1176,2023-06-22,2023-06,2023,6,2
1177,2023-03-21,2023-03,2023,3,1
1178,2020-12-13,2020-12,2020,12,4
1179,2024-05-29,2024-05,2024,5,2
1180,2021-05-25,2021-05,2021,5,2
1181,2024-04-02,2024-04,2024,4,2
1182,2022-12-03,2022-12,2022,12,4
1183,2021-07-12,2021-07,2021,7,3
1184,2020-03-22,2020-03,2020,3,1
1185,2020-08-09,2020-08,2020,8,3
1186,2022-02-18,2022-02,2022,2,1
1187,2021-06-14,2021-06,2021,6,2
1188,2021-03-01,2021-03,2021,3,1
1189,2023-09-23,2023-09,2023,9,3
1190,2024-07-31,2024-07,2024,7,3
1191,2020-06-02,2020-06,2020,6,2
1192,2022-12-15,2022-12,2022,12,4
1193,2020-08-07,2020-08,2020,8,3
1194,2024-10-26,2024-10,2024,10,4
